Code,Name,Officialname,Registration_number,Keph_Level,Facility_type,Facility_type_category,Owner,Owner_type,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Operation status,Admission_status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,Lat,Long
24652,Yimbo Medical Centre,Yimbo Medical Centre,6396,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,5,0,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,FALSE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8836933,-1.3142233
24535,Equity Afya Imara,Equity Afya Imara,2585,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3,0,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,None,FALSE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.887188,-1.323233
24500,Bizet Medical Centre,Bizet Medical Centre,16125,Level_ 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,45,2,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8914076,-1.3104718
24374,Fairview Nursing Home Kware,Fairview Nursing Home Kware,1479399,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,8,0,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8894708,-1.3167557
24270,Baldo Ippolita,Baldo Ippolita (Catholic) Health Centre,None,Level_ 2,Nursing and Maternity Home,NURSING HOME,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,4,1,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.889433,-1.315666
24002,Access Afya Kwa Reuben Clinic,Access Afya Kwa Reuben Clinic,15404,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8729827,-1.3187593
23414,Kware Dispensary,Kware Dispensary,None,Level_ 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,4,0,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.8872832,-1.3109896
22916,Africare Limited Embakasi Clinic,Africare Limited Embakasi Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,4,1,Nairobi,Embakasi South,Embakasi South,Imara Daima,Operational,None,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.882177,-1.328054
21903,Blessed Medicare Centre,Blessed Medicare Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4,4,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.88943,-1.31566
20450,Josiah Community Medical Centre,Josiah Community Medical Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,2,Nairobi,Embakasi East,Embakasi East,Mihango,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.88943,-1.31566
19449,Scion Healthcare Ltd Clinic,Scion Healthcare Ltd Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,1,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.89217,-1.32805
19446,Jamii Medical Clinic Mukuru,Jamii Medical Clinic (Mukuru),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,1,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.89086,-1.32614
18395,Getrude Embakasi Clinic,Getrude Embakasi Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,6,4,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8894,-1.3301
17720,Lea Toto Community Mukuru Reuben,Lea Toto Community (Mukuru Reuben),None,Level_ 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.86917,-1.31595
17685,Imara Health Centre,Imara Health Centre,None,Level_ 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,6,1,Nairobi,Embakasi South,Embakasi South,Imara Daima,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.88918,-1.32023
17684,Hope World Wide Kenya Clinic (Mukuru),Hope World Wide Kenya Clinic (Mukuru),None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,None,TRUE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.87128,-1.31417
13101,Mukuru Mmm Clinic,Mukuru MMM Clinic,None,Level_ 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.886556,-1.3266998
12897,Kwa Kangethe Medical Centre,Kwa Kangethe Medical Centre,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Other Faith Based,Faith Based Organization,Kenya MPDB,6,2,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.89093,-1.31503
12978,Pipeline Nursing Home,Pipeline Nursing Home,None,Level_ 3,Nursing and Maternity Home,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,15,3,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8865,-1.31699
12869,Alice Nursing Home,Alice Nursing Home,None,Level_ 3,Nursing Homes,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,8,2,Nairobi,Embakasi South,Embakasi South,Kware,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8865,-1.31699
13106,Mwatate Clinic,Mwatate Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.89026,-1.31397
13173,Reuben Mukuru Health Centre,Reuben Health Centre,None,Level_ 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.86947,-1.31601
31503,Aster Health Care Limited,Aster Health Care Limited,20662,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,15,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.81779,-1.25687
30934,House of Dentistry Limited,House of Dentistry Limited,16838,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,TRUE,FALSE,FALSE,,Yes,TRUE,FALSE,36.802891,-1.262637
30797,VitalRay Health Solutions Limited,VitalRay Health Solutions Limited,20154,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,TRUE,,Yes,TRUE,FALSE,36.80158,-1.26102
30746,Blue Whale Medical Limited,Blue Whale Medical Limited,19521,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,16,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Admitting  General Patients Only,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.82234,-1.26248
30652,The Royal London International Ltd-Poly Clinic,The Royal London International Ltd-Poly Clinic,None,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.82234,-1.26248
30588,Mediearth Lifecare LTD,Mediearth Lifecare LTD,664,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.822613,-1.261968
30531,Smile Art Dental Clinic,Smile Art Dental Clinic,18261,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.8085835,-1.2640259
30432,VIP Dental Suite Limited,VIP Dental Suite Limited,17925,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.8025149,-1.2673575
30129,Equity Afia Limited-Westlands,Equity Afia Limited-Westlands,19204,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.803456,-1.263014
30038,3rd Park Hospital Limited,3rd Park Hospital Limited,18806,Level_ 5,Secondary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,13,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Admitting  General Patients Only,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.82234,-1.26248
29857,Medilife Hospital Limited-Clinic,Medilife Hospital Limited-Clinic,18592,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,TRUE,,Yes,TRUE,FALSE,36.81678,-1.25946
29850,MyDawa Health Centre,MyDawa Health Centre,19462,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,TRUE,,Yes,TRUE,FALSE,36.79707,-1.25488
29849,Comfort Care Three Hundred and Sixty Plus,Comfort Care Three Hundred and Sixty Plus,19069,Level_ 3,Nursing Homes,NURSING HOME,Private Practice - Private Company,Private Practice,Kenya MPDB,10,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Admitting  General Patients Only,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.817897,-1.26508
29715,Urbanis Clinic,Urbanis Clinic,19078,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.800989,-1.264093
29470,Libra Dental Centre Limited,Libra Dental Centre Limited,18569,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.81026,-1.26769
29174,Chiromo Hospital Group-Muthithi,Chiromo Hospital Group-Muthithi,19011,Level_ 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,40,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Admitting General & Maternity Patients,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.81315,-1.27041
29228,The Aga Khan University Hospital Muthithi Clinic,The Aga Khan University Hospital Muthithi Clinic,3492,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Not Admitting Patients,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.81048,-1.26886
28870,The Aga Khan University Hospital-Peponi Executive Clinic,The Aga Khan University Hospital-Peponi Executive Clinic,17930,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.80227,-1.2583
28797,Imperio Shepherds Medical Group LTD Parklands,Imperio Shepherds Medical Group LTD Parklands,None,Level_ 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Ngara,Operational,Not Admitting Patients,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.820588,-1.2720761
28714,Sasa Doctor Medical Clinic,Sasa Doctor Medical Clinic,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,TRUE,TRUE,TRUE,TRUE,,Yes,TRUE,FALSE,36.802925,-1.262354
28358,Gertrudes Garden Children Hospital-Westlands,Gertrudes Garden Children Hospital-Westlands,18201,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,FALSE,FALSE,FALSE,TRUE,,Yes,TRUE,FALSE,36.80211,-1.2617
28359,Tara Laboratory & Medical Centre LTD,Tara Laboratory & Medical Centre LTD,None,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,FALSE,FALSE,TRUE,FALSE,,Yes,TRUE,FALSE,36.805983,-1.264508
27604,Parklands Kidney Centre Ltd,Parklands Kidney Centre Ltd,1853,Level_ 3,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,FALSE,TRUE,TRUE,FALSE,,Yes,TRUE,FALSE,36.82234,-1.26248
27329,Milestones Neonatal &Paediatric Consultants Limited,Milestones Neonatal &Paediatric Consultants Limited,177103,Level_ 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,FALSE,FALSE,FALSE,FALSE,,Yes,TRUE,FALSE,36.82234,-1.26248
